asset_id,ticker,date,Open,High,Low,Close,Volume,return_3m,return_6m,momentum_score,returns,volatility,low_vol_score
IBE.MC_2000-01-03,IBE.MC,2000-01-03,3.4124999046325684,3.444999933242798,3.325000047683716,3.3550000190734863,13754944.0,,,,,,
IBE.MC_2000-01-04,IBE.MC,2000-01-04,3.299999952316284,3.362499952316284,3.2774999141693115,3.302500009536743,8157352.0,,,,-0.0156482888936738,,
IBE.MC_2000-01-05,IBE.MC,2000-01-05,3.2874999046325684,3.309999942779541,3.265000104904175,3.297499895095825,7532596.0,,,,-0.0015140391904554,,
IBE.MC_2000-01-06,IBE.MC,2000-01-06,3.297499895095825,3.297499895095825,3.297499895095825,3.297499895095825,0.0,,,,0.0,,
IBE.MC_2000-01-07,IBE.MC,2000-01-07,3.325000047683716,3.369999885559082,3.2874999046325684,3.325000047683716,10259804.0,,,,0.0083396977900711,,
IBE.MC_2000-01-10,IBE.MC,2000-01-10,3.362499952316284,3.369999885559082,3.2925000190734863,3.299999952316284,7806188.0,,,,-0.0075188255665883,,
IBE.MC_2000-01-11,IBE.MC,2000-01-11,3.325000047683716,3.3475000858306885,3.2699999809265137,3.2799999713897705,9982020.0,,,,-0.006060600368335,,
IBE.MC_2000-01-12,IBE.MC,2000-01-12,3.262500047683716,3.275000095367432,3.255000114440918,3.262500047683716,8649216.0,,,,-0.0053353426398475,,
IBE.MC_2000-01-13,IBE.MC,2000-01-13,3.252500057220459,3.2850000858306885,3.234999895095825,3.234999895095825,10110040.0,,,,-0.0084291654209829,,
IBE.MC_2000-01-14,IBE.MC,2000-01-14,3.2249999046325684,3.2300000190734863,3.140000104904175,3.1600000858306885,23989912.0,,,,-0.0231838676034686,,
IBE.MC_2000-01-17,IBE.MC,2000-01-17,3.174999952316284,3.182499885559082,3.0174999237060547,3.075000047683716,11257776.0,,,,-0.0268987455184287,,
IBE.MC_2000-01-18,IBE.MC,2000-01-18,3.0425000190734863,3.0975000858306885,2.9674999713897705,3.005000114440918,16501904.0,,,,-0.0227642055796148,,
IBE.MC_2000-01-19,IBE.MC,2000-01-19,3.0,3.077500104904175,2.992500066757202,3.065000057220459,11402864.0,,,,0.0199667023276317,,
IBE.MC_2000-01-20,IBE.MC,2000-01-20,3.077500104904175,3.0924999713897705,3.005000114440918,3.049999952316284,10579680.0,,,,-0.0048939982460483,,
IBE.MC_2000-01-21,IBE.MC,2000-01-21,3.005000114440918,3.075000047683716,3.0,3.0374999046325684,20020284.0,,,,-0.0040983763538169,,
IBE.MC_2000-01-24,IBE.MC,2000-01-24,3.0625,3.0625,3.0174999237060547,3.0425000190734863,7422308.0,,,,0.0016461282626847,,
IBE.MC_2000-01-25,IBE.MC,2000-01-25,3.0374999046325684,3.0924999713897705,3.002500057220459,3.069999933242798,10666300.0,,,,0.0090385912890431,,
IBE.MC_2000-01-26,IBE.MC,2000-01-26,3.075000047683716,3.0899999141693115,2.984999895095825,3.0,12478868.0,,,,-0.0228012816823933,,
IBE.MC_2000-01-27,IBE.MC,2000-01-27,3.002500057220459,3.025000095367432,2.987499952316284,3.0,9209324.0,,,,0.0,,
IBE.MC_2000-01-28,IBE.MC,2000-01-28,3.007499933242798,3.0199999809265137,2.952500104904175,2.9749999046325684,11285132.0,,,,-0.0083333651224771,,
IBE.MC_2000-01-31,IBE.MC,2000-01-31,2.9749999046325684,3.0,2.900000095367432,2.9549999237060547,9640120.0,,,,-0.0067226828798785,,
IBE.MC_2000-02-01,IBE.MC,2000-02-01,2.930000066757202,2.9800000190734863,2.922499895095825,2.9749999046325684,6844140.0,,,,0.0067681832294026,,
IBE.MC_2000-02-02,IBE.MC,2000-02-02,2.987499952316284,3.065000057220459,2.950000047683716,3.025000095367432,8487268.0,,,,0.0168067873403978,,
IBE.MC_2000-02-03,IBE.MC,2000-02-03,3.012500047683716,3.072499990463257,2.990000009536743,3.065000057220459,6747040.0,,,,0.0132231274684202,,
IBE.MC_2000-02-04,IBE.MC,2000-02-04,3.0274999141693115,3.115000009536743,3.025000095367432,3.057499885559082,6942700.0,,,,-0.0024470380167557,,
IBE.MC_2000-02-07,IBE.MC,2000-02-07,3.057499885559082,3.069999933242798,2.992500066757202,3.0299999713897705,6470332.0,,,,-0.0089942486340545,,
IBE.MC_2000-02-08,IBE.MC,2000-02-08,3.012500047683716,3.0450000762939453,3.002500057220459,3.012500047683716,6597996.0,,,,-0.0057755524327705,,
IBE.MC_2000-02-09,IBE.MC,2000-02-09,3.012500047683716,3.025000095367432,2.930000066757202,2.962500095367432,15738676.0,,,,-0.0165974942821091,,
IBE.MC_2000-02-10,IBE.MC,2000-02-10,2.924999952316284,2.9725000858306885,2.9124999046325684,2.934999942779541,18558516.0,,,,-0.009282751629576,,
IBE.MC_2000-02-11,IBE.MC,2000-02-11,2.9124999046325684,3.0274999141693115,2.890000104904175,3.0,25995180.0,,,,0.0221465275937626,,
IBE.MC_2000-02-14,IBE.MC,2000-02-14,2.977499961853028,3.039999961853028,2.924999952316284,2.9749999046325684,15022740.0,,,,-0.0083333651224771,,
IBE.MC_2000-02-15,IBE.MC,2000-02-15,2.9749999046325684,2.984999895095825,2.924999952316284,2.9649999141693115,12380096.0,,,,-0.0033613414399392,,
IBE.MC_2000-02-16,IBE.MC,2000-02-16,2.952500104904175,2.997499942779541,2.927500009536743,2.984999895095825,9038132.0,,,,0.006745356325623,,
IBE.MC_2000-02-17,IBE.MC,2000-02-17,2.992500066757202,3.0374999046325684,2.987499952316284,3.007499933242798,7181336.0,,,,0.0075377014866697,,
IBE.MC_2000-02-18,IBE.MC,2000-02-18,3.025000095367432,3.0625,3.0,3.0450000762939453,11270724.0,,,,0.0124688757717488,,
IBE.MC_2000-02-21,IBE.MC,2000-02-21,3.047499895095825,3.112499952316284,3.0374999046325684,3.1050000190734863,9296680.0,,,,0.0197044142122211,,
IBE.MC_2000-02-22,IBE.MC,2000-02-22,3.112499952316284,3.2100000381469727,3.112499952316284,3.157500028610229,11476932.0,,,,0.0169082155279369,,
IBE.MC_2000-02-23,IBE.MC,2000-02-23,3.1875,3.299999952316284,3.1549999713897705,3.297499895095825,18390404.0,,,,0.0443388330061922,,
IBE.MC_2000-02-24,IBE.MC,2000-02-24,3.315000057220459,3.3499999046325684,3.157500028610229,3.192500114440918,16035184.0,,,,-0.0318422392707478,,
IBE.MC_2000-02-25,IBE.MC,2000-02-25,3.200000047683716,3.234999895095825,3.125,3.200000047683716,14514296.0,,,,0.0023492350740639,,
