ticker,weight
RELIANCE.NS,0.4253821935192966
ASML.AS,0.22655781317173243
BRK-B,0.0856147748585697
AAPL,0.05874108256710774
JPM,0.05735632340574365
MC.PA,0.0563478124775498
JNJ,0.03000000000000002
NESN.SW,0.030000000000000013
BABA,0.03
