ticker,weight
TIP,0.3201607430122959
JNJ,0.255609243846111
EMB,0.2002653530531842
BNDX,0.04396466008840886
SHY,0.03000000000000008
IBGL.L,0.030000000000000058
MUB,0.030000000000000016
JNK,0.03
IEF,0.03
TLT,0.03
