ticker,weight
RELIANCE.NS,0.44728570756979186
ASML.AS,0.2400858445667476
AAPL,0.09645964568410326
JNJ,0.08043229083706387
MC.PA,0.07573651134229345
NESN.SW,0.03
BABA,0.03
