ticker,weight
RELIANCE.NS,0.44728571042350335
ASML.AS,0.2400858373509971
AAPL,0.09645965950944729
JNJ,0.08043228439251873
MC.PA,0.07573650832353356
BABA,0.030000000000000013
NESN.SW,0.03
